sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC
SAMN21434799	1677013	72	23291.85	107023	226	0	0	51603	11	28484	20	14903	35	100.0	0.01	100.0	Neural Network (Specific Model)	11.0	0.94	51603.0	297.61195713479975	1677013.0	0.3	1773.0		Y	N	SRR15894522	gtdb_genomes_reps_r214/database/GCF/001/457/695/GCF_001457695.1_genomic.fna.gz	100.0	100.0	98.17	29.0	NA-NA	HIGH	NA-NA	29.0	22.583	4187/7417	98.17	NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1, complete sequence	Campylobacter_D jejuni	Campylobacter_D jejuni	T	Pass
SAMN11847396	2431920	35	69483.43	787096	208	0	0	653338	2	302708	3	55281	8	100.0	0.28	99.99	Neural Network (Specific Model)	11.0	0.881	653338.0	351.29076620825145	2431920.0	0.6	2036.0		Y	N	SRR9274721	gtdb_genomes_reps_r214/database/GCF/000/010/425/GCF_000010425.1_genomic.fna.gz	99.916	99.9042	98.56	133.0	NA-NA	HIGH	NA-NA	133.0	133.323	5692/8919	98.56	NC_008618.1 Bifidobacterium adolescentis ATCC 15703, complete sequence	Bifidobacterium adolescentis	Bifidobacterium adolescentis	T	Pass
SAMN11847396	2431920	35	69483.43	787096	208	0	0	653338	2	302708	3	55281	8	100.0	0.28	99.99	Neural Network (Specific Model)	11.0	0.881	653338.0	351.29076620825145	2431920.0	0.6	2036.0		Y	N	SRR9274721	gtdb_genomes_reps_r214/database/GCF/000/196/555/GCF_000196555.1_genomic.fna.gz	0.084	0.0958	97.74	0.112	96.75-98.61	0.112	0.08-0.15	1.0	1.009	555/9990	91.1	NC_015067.1 Bifidobacterium longum subsp. longum JCM 1217, complete sequence	Bifidobacterium longum	Bifidobacterium adolescentis	T	Pass
SAMN31136770	4898133	93	52668.1	477983	203	0	0	192204	9	112268	16	56664	28	100.0	0.03	100.0	Neural Network (Specific Model)	11.0	0.874	192204.0	306.7171066752522	4898133.0	0.52	4659.0		Y	N	SRR21786414	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.95	46.0	NA-NA	HIGH	NA-NA	46.0	45.774	15299/21226	98.95	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN24371123	4549788	128	35545.22	240048	207	0	0	104929	15	49694	28	29392	52	100.0	0.15	100.0	Neural Network (Specific Model)	11.0	0.882	104929.0	314.3096410978184	4549788.0	0.51	4263.0		Y	N	SRR17325659	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.4	64.0	NA-NA	HIGH	NA-NA	64.0	64.142	9381/21223	97.4	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN12880948	2167366	127	17065.87	207810	207	0	0	67039	10	46598	18	18247	33	98.76	0.1	99.99	Neural Network (Specific Model)	11.0	0.834	67039.0	276.42628205128204	2167366.0	0.52	2184.0		Y	N	SRR16643963	gtdb_genomes_reps_r214/database/GCF/003/315/235/GCF_003315235.1_genomic.fna.gz	100.0	100.0	99.73	88.0	NA-NA	HIGH	NA-NA	88.0	93.257	8408/9129	99.73	NZ_QNRU01000001.1 Neisseria gonorrhoeae strain DSM 9188 Ga0244522_101, whole genome shotgun sequence	Neisseria gonorrhoeae	Neisseria gonorrhoeae	T	Pass
SAMN14048926	4593288	65	70665.97	1151750	205	0	0	660910	3	411859	5	154217	8	98.68	0.07	100.0	Neural Network (Specific Model)	11.0	0.874	660910.0	314.78985677389056	4593288.0	0.52	4259.0		Y	N	SRR11032263	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.56	64.0	NA-NA	HIGH	NA-NA	64.0	62.586	13530/21226	98.56	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMD00437606	2146518	129	16639.67	172848	204	0	0	49826	13	38262	22	14570	40	98.76	0.14	99.99	Neural Network (Specific Model)	11.0	0.837	49826.0	275.71796049609554	2146518.0	0.52	2177.0		Y	N	DRR337461	gtdb_genomes_reps_r214/database/GCF/003/315/235/GCF_003315235.1_genomic.fna.gz	100.0	100.0	99.72	89.0	NA-NA	HIGH	NA-NA	89.0	94.233	8377/9129	99.72	NZ_QNRU01000001.1 Neisseria gonorrhoeae strain DSM 9188 Ga0244522_101, whole genome shotgun sequence	Neisseria gonorrhoeae	Neisseria gonorrhoeae	T	Pass
SAMEA110424578	6412383	46	139399.63	1399430	209	0	0	692077	4	482042	6	266131	9	99.84	0.05	100.0	Neural Network (Specific Model)	11.0	0.898	692077.0	325.6084745762712	6412383.0	0.66	5900.0		Y	N	ERR10011810	gtdb_genomes_reps_r214/database/GCF/001/457/615/GCF_001457615.1_genomic.fna.gz	100.0	100.0	99.47	203.0	NA-NA	HIGH	NA-NA	203.0	201.026	23025/27151	99.47	NZ_LN831024.1 Pseudomonas aeruginosa strain NCTC10332 chromosome 1, complete sequence	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pass
SAMN12421789	4698740	43	109273.02	1508862	204	0	0	479691	3	310947	5	122921	11	99.09	0.06	100.0	Neural Network (Specific Model)	11.0	0.873	479691.0	310.2841938405797	4698740.0	0.52	4416.0		Y	N	SRR9879647	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.05	84.0	NA-NA	HIGH	NA-NA	84.0	80.268	15771/21226	99.05	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN20427060	4842793	67	72280.49	825510	201	0	0	417242	5	299624	7	91141	13	98.92	0.16	100.0	Neural Network (Specific Model)	11.0	0.878	417242.0	314.57247340425533	4842793.0	0.52	4512.0		Y	N	SRR15257820	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.94	38.0	NA-NA	HIGH	NA-NA	38.0	37.929	15234/21226	98.94	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMD00501186	4999625	151	33110.1	354429	200	0	0	156882	10	123309	17	48962	32	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.881	156882.0	315.99742157284055	4999625.0	0.51	4654.0		Y	N	DRR389690	gtdb_genomes_reps_r214/database/GCF/000/215/745/GCF_000215745.1_genomic.fna.gz	0.0979	0.1027	95.91	0.031	93.44-96.25	0.031	0.03-0.07	1.0	0.995	211/22611	86.0	NC_015663.1 Klebsiella aerogenes KCTC 2190, complete sequence	Klebsiella aerogenes	Escherichia coli	T	Pass
SAMD00501186	4999625	151	33110.1	354429	200	0	0	156882	10	123309	17	48962	32	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.881	156882.0	315.99742157284055	4999625.0	0.51	4654.0		Y	N	DRR389690	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.1452	0.1599	98.59	0.047	97.26-100.18	0.047	0.03-0.07	1.0	0.715	1030/23841	90.36	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Escherichia coli	T	Pass
SAMD00501186	4999625	151	33110.1	354429	200	0	0	156882	10	123309	17	48962	32	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.881	156882.0	315.99742157284055	4999625.0	0.51	4654.0		Y	N	DRR389690	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.7569	99.7374	97.66	32.0	NA-NA	HIGH	NA-NA	32.0	32.591	10194/21223	97.66	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN17807537	4896607	126	38861.96	421754	200	0	0	209102	8	122414	14	41538	28	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.876	209102.0	310.5819956616052	4896607.0	0.5	4610.0		Y	N	SRR13766681	gtdb_genomes_reps_r214/database/GCA/002/292/295/GCA_002292295.1_genomic.fna.gz	0.0234	0.0168	95.82	0.05	93.72-97.35	0.050	0.03-0.09	1.0	1.024	205/15460	86.98	DBBS01000011.1 MAG TPA_asm: Sphingomonas sp. UBA978 UBA978_contig_108, whole genome shotgun sequence	Sphingomonas sp002292295	Escherichia coli	T	Pass
SAMN17807537	4896607	126	38861.96	421754	200	0	0	209102	8	122414	14	41538	28	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.876	209102.0	310.5819956616052	4896607.0	0.5	4610.0		Y	N	SRR13766681	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9766	99.9832	97.45	214.0	NA-NA	HIGH	NA-NA	214.0	203.59	9543/21223	97.45	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMEA111362721	2771200	58	47779.31	639685	209	0	0	311254	3	126849	6	74961	12	100.0	0.07	100.0	Neural Network (Specific Model)	11.0	0.836	311254.0	302.5974178403756	2771200.0	0.33	2556.0		Y	N	ERR10212066	gtdb_genomes_reps_r214/database/GCF/001/027/105/GCF_001027105.1_genomic.fna.gz	100.0	100.0	99.31	78.0	NA-NA	HIGH	NA-NA	78.0	77.794	9585/11892	99.31	NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome	Staphylococcus aureus	Staphylococcus aureus	T	Pass
SAMEA104369990	4880373	75	65071.64	652432	213	0	0	263850	7	218394	11	80102	19	100.0	0.43	100.0	Neural Network (Specific Model)	11.0	0.881	263850.0	316.0528401585205	4880373.0	0.51	4542.0		Y	N	ERR3061916	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.97	37.0	NA-NA	HIGH	NA-NA	37.0	36.951	15388/21223	98.97	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN31109955	4676915	43	108765.47	1484524	200	0	0	435727	3	322106	6	142157	11	98.85	0.03	100.0	Neural Network (Specific Model)	11.0	0.876	435727.0	314.63149425287355	4676915.0	0.52	4350.0		Y	N	SRR21769879	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.01	40.0	NA-NA	HIGH	NA-NA	40.0	39.938	15589/21226	99.01	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA4781594	5738476	103	55713.36	1114198	200	0	0	415415	5	298759	8	88403	17	99.25	0.19	100.0	Neural Network (Specific Model)	11.0	0.882	415415.0	317.8414519465864	5738476.0	0.56	5317.0		Y	N	ERR3479925	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.9462	0.8483	99.37	0.811	99.28-99.44	0.811	0.78-0.84	1.0	1.418	11370/23841	97.64	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	unknown	F	Pass
SAMEA4781594	5738476	103	55713.36	1114198	200	0	0	415415	5	298759	8	88403	17	99.25	0.19	100.0	Neural Network (Specific Model)	11.0	0.882	415415.0	317.8414519465864	5738476.0	0.56	5317.0		Y	N	ERR3479925	gtdb_genomes_reps_r214/database/GCF/001/598/295/GCF_001598295.1_genomic.fna.gz	0.1378	0.1233	98.59	0.118	98.05-99.07	0.118	0.10-0.14	1.0	1.055	1778/23735	91.98	NZ_BCYR01000001.1 Raoultella ornithinolytica NBRC 105727 = ATCC 31898 strain NBRC 105727, whole genome shotgun sequence	Klebsiella ornithinolytica	unknown	F	Pass
SAMEA4781594	5738476	103	55713.36	1114198	200	0	0	415415	5	298759	8	88403	17	99.25	0.19	100.0	Neural Network (Specific Model)	11.0	0.882	415415.0	317.8414519465864	5738476.0	0.56	5317.0		Y	N	ERR3479925	gtdb_genomes_reps_r214/database/GCF/001/598/695/GCF_001598695.1_genomic.fna.gz	0.1144	0.1072	97.72	0.098	96.95-98.44	0.098	0.07-0.12	1.0	0.808	1503/25099	91.32	NZ_BCZK01000001.1 Klebsiella oxytoca NBRC 105695, whole genome shotgun sequence	Klebsiella oxytoca	unknown	F	Pass
SAMEA4781594	5738476	103	55713.36	1114198	200	0	0	415415	5	298759	8	88403	17	99.25	0.19	100.0	Neural Network (Specific Model)	11.0	0.882	415415.0	317.8414519465864	5738476.0	0.56	5317.0		Y	N	ERR3479925	gtdb_genomes_reps_r214/database/GCF/002/925/905/GCF_002925905.1_genomic.fna.gz	98.0012	98.123	97.06	84.0	NA-NA	HIGH	NA-NA	84.0	80.132	10224/25814	97.06	NZ_PRDB01000030.1 Klebsiella michiganensis strain DSM 25444 map unlocalized plasmid unnamed1 contig_30, whole genome shotgun sequence	Klebsiella michiganensis	unknown	F	Pass
SAMEA4781594	5738476	103	55713.36	1114198	200	0	0	415415	5	298759	8	88403	17	99.25	0.19	100.0	Neural Network (Specific Model)	11.0	0.882	415415.0	317.8414519465864	5738476.0	0.56	5317.0		Y	N	ERR3479925	gtdb_genomes_reps_r214/database/GCF/900/200/035/GCF_900200035.1_genomic.fna.gz	0.8004	0.7983	99.06	0.686	98.95-99.15	0.686	0.66-0.72	2.0	0.863	13391/26823	97.78	NZ_FZTC01000054.1 Klebsiella grimontii strain 06D021, whole genome shotgun sequence	Klebsiella grimontii	unknown	F	Pass
SAMN17807579	4672276	92	50785.61	877544	219	0	0	299904	5	196481	9	92087	15	100.0	0.16	100.0	Neural Network (Specific Model)	11.0	0.885	299904.0	316.7274604267034	4672276.0	0.51	4359.0		Y	N	SRR13766705	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.49	316.0	NA-NA	HIGH	NA-NA	316.0	291.474	9655/21223	97.49	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN27589805	4799903	63	76188.94	614812	204	0	0	254654	6	174294	11	65259	20	100.0	0.05	100.0	Neural Network (Specific Model)	11.0	0.877	254654.0	311.6578713968958	4799903.0	0.52	4510.0		Y	N	SRR18761349	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.84	48.0	NA-NA	HIGH	NA-NA	48.0	49.657	14777/21226	98.84	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA111331114	4837601	53	91275.49	721057	215	0	0	432115	5	394208	7	136962	12	99.93	0.5	100.0	Neural Network (Specific Model)	11.0	0.885	432115.0	316.59676705048713	4837601.0	0.51	4516.0		Y	N	ERR10176852	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.97	87.0	NA-NA	HIGH	NA-NA	87.0	87.011	15375/21223	98.97	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN31206883	4820229	114	42282.71	305370	211	0	0	88147	19	62173	31	32365	53	99.7	0.0	100.0	Neural Network (Specific Model)	11.0	0.886	88147.0	325.79031521242575	4820229.0	0.66	4378.0		Y	N	SRR21837870	gtdb_genomes_reps_r214/database/GCF/900/186/865/GCF_900186865.1_genomic.fna.gz	100.0	100.0	98.39	148.0	NA-NA	HIGH	NA-NA	148.0	148.439	12794/21169	98.39	NZ_LT906480.1 Stenotrophomonas maltophilia strain NCTC10257 chromosome 1, complete sequence	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	T	Pass
SAMN22561658	4711793	45	104706.51	2006813	219	0	0	738015	2	728878	3	429053	5	98.92	0.02	100.0	Neural Network (Specific Model)	11.0	0.877	738015.0	314.7375142531357	4711793.0	0.52	4385.0		Y	N	SRR16562890	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.99	27.0	NA-NA	HIGH	NA-NA	27.0	27.524	15517/21226	98.99	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN12205299	5430483	490	11082.62	357525	200	0	0	129586	15	74454	26	18297	53	100.0	0.24	100.0	Neural Network (Specific Model)	11.0	0.872	129586.0	283.5128205128205	5430483.0	0.5	5577.0		Y	N	SRR9637591	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.37	51.0	NA-NA	HIGH	NA-NA	51.0	52.119	9275/21223	97.37	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN30871531	5668887	162	34993.13	376558	209	0	0	180663	11	108865	19	35036	33	98.98	0.18	100.0	Neural Network (Specific Model)	11.0	0.878	180663.0	304.01811196487375	5668887.0	0.57	5466.0		Y	N	SRR21595902	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	100.0	100.0	98.98	65.0	NA-NA	HIGH	NA-NA	65.0	64.891	17363/23841	98.98	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Klebsiella pneumoniae	T	Pass
SAMEA7891385	4367662	111	39348.31	349711	201	0	0	125541	12	83183	20	37641	35	99.09	0.31	100.0	Neural Network (Specific Model)	11.0	0.903	125541.0	321.00584368151937	4367662.0	0.66	4107.0		Y	N	ERR5979431	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.94	32.0	NA-NA	HIGH	NA-NA	32.0	32.207	18392/18742	99.94	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMEA112471091	2463817	57	43224.86	254562	200	0	0	140539	6	87763	10	35941	19	100.0	0.86	100.0	Neural Network (Specific Model)	11.0	0.896	140539.0	308.50627090301003	2463817.0	0.53	2392.0		Y	N	ERR10841026	gtdb_genomes_reps_r214/database/GCF/001/457/455/GCF_001457455.1_genomic.fna.gz	100.0	100.0	98.47	68.0	NA-NA	HIGH	NA-NA	68.0	67.638	6516/10496	98.47	NZ_LN831026.1 Corynebacterium diphtheriae strain NCTC11397 chromosome 1, complete sequence	Corynebacterium diphtheriae	Corynebacterium diphtheriae	T	Pass
SAMN31900307	3954078	112	35304.27	518576	240	0	0	162526	7	100868	14	39909	26	100.0	0.26	99.99	Neural Network (Specific Model)	11.0	0.88	162526.0	304.7624048306642	3954078.0	0.39	3809.0		Y	N	SRR22455879	gtdb_genomes_reps_r214/database/GCF/009/759/685/GCF_009759685.1_genomic.fna.gz	100.0	100.0	98.17	43.0	NA-NA	HIGH	NA-NA	43.0	44.657	9619/17043	98.17	NZ_CP046654.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome	Acinetobacter baumannii	Acinetobacter baumannii	T	Pass
SAMN15933588	4676596	103	45403.84	421436	210	0	0	105558	14	79376	24	34668	41	99.07	0.04	100.0	Neural Network (Specific Model)	11.0	0.873	105558.0	310.43604915794265	4676596.0	0.52	4394.0		Y	N	SRR12541262	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.0	37.0	NA-NA	HIGH	NA-NA	37.0	36.236	15526/21226	99.0	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN30871550	5658397	179	31611.16	340641	201	0	0	165864	12	99837	21	31045	38	98.98	0.18	100.0	Neural Network (Specific Model)	11.0	0.878	165864.0	303.8655677655678	5658397.0	0.57	5460.0		Y	N	SRR21595921	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	100.0	100.0	98.98	15.0	NA-NA	HIGH	NA-NA	15.0	15.36	17346/23841	98.98	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Klebsiella pneumoniae	T	Pass
SAMN16729429	5012093	49	102287.61	2071361	220	0	0	811064	2	736369	3	139236	7	99.67	0.01	100.0	Neural Network (Specific Model)	11.0	0.873	811064.0	306.8610119672475	5012093.0	0.52	4763.0		Y	N	SRR13020889	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.02	48.0	NA-NA	HIGH	NA-NA	48.0	47.906	15654/21226	99.02	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN18618328	4700009	56	83928.73	972130	201	0	0	728813	3	383366	5	129991	9	99.0	0.03	100.0	Neural Network (Specific Model)	11.0	0.877	728813.0	316.9093001841621	4700009.0	0.52	4344.0		Y	N	SRR14143846	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.48	75.0	NA-NA	HIGH	NA-NA	75.0	76.176	18072/21226	99.48	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA7564086	4345409	159	27329.62	204803	214	0	0	74786	18	49882	32	20610	58	99.05	0.49	100.0	Neural Network (Specific Model)	11.0	0.903	74786.0	316.7628592127505	4345409.0	0.66	4141.0		Y	N	ERR4831771	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.94	64.0	NA-NA	HIGH	NA-NA	64.0	64.899	18372/18742	99.94	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMN18810832	4955858	75	66078.11	694315	204	0	0	325093	5	149897	10	85196	18	98.72	0.06	100.0	Neural Network (Specific Model)	11.0	0.876	325093.0	307.946686491079	4955858.0	0.52	4708.0		Y	N	SRR14288888	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.93	55.0	NA-NA	HIGH	NA-NA	55.0	55.674	20741/21226	99.93	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA6502051	4342826	137	31699.46	242297	251	0	0	77331	17	50366	31	21338	55	99.11	0.75	100.0	Neural Network (Specific Model)	11.0	0.903	77331.0	317.2649407210259	4342826.0	0.65	4133.0		Y	N	ERR3838810	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.96	39.0	NA-NA	HIGH	NA-NA	39.0	38.609	18500/18742	99.96	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMN22223674	4947783	93	53201.97	520635	208	0	0	207958	8	150770	13	63182	24	98.82	0.05	100.0	Neural Network (Specific Model)	11.0	0.876	207958.0	309.51635663887106	4947783.0	0.52	4677.0		Y	N	SRR16295510	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.88	32.0	NA-NA	HIGH	NA-NA	32.0	32.494	20422/21226	99.88	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCA/015/265/375/GCA_015265375.1_genomic.fna.gz	0.5732	0.3567	96.41	0.052	94.38-97.43	0.052	0.04-0.10	1.0	1.038	159/9536	87.63	JABZXW010000071.1 MAG: Rothia sp. isolate JCVI_11_bin.8 NODE_1017_length_9192_cov_10.177958, whole genome shotgun sequence	Rothia sp015265375			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCA/019/414/935/GCA_019414935.1_genomic.fna.gz	2.0514	0.9228	96.44	0.186	95.63-97.28	0.186	0.14-0.24	1.0	1.095	390/6922	91.14	DXLD01000001.1 MAG TPA_asm: Streptococcus sp. isolate HRGM_Genome_0315 HRGM_Genome_0315_1, whole genome shotgun sequence	Streptococcus sp019414935			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCA/915/069/725/GCA_915069725.1_genomic.fna.gz	1.5457	1.0775	97.83	0.14	97.17-98.61	0.140	0.11-0.17	1.0	1.081	724/10706	91.68	CAJZFF010000001.1 TPA_asm: uncultured Actinomyces sp. isolate SRR1045097_bin.6_metaWRAP_v1.1_MAG genome assembly, contig: NODE_153_length_24462_cov_4.689884, whole genome shotgun sequence	Actinomyces sp915069725			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCA/916/049/935/GCA_916049935.1_genomic.fna.gz	0.5401	0.1678	100.0	0.049	98.82-103.12	0.049	0.02-0.08	1.0	1.031	294/4685	91.46	CAJZJI010000001.1 TPA_asm: uncultured Streptococcus sp. isolate ERR2764930_bin.5_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674141.147, whole genome shotgun sequence	Granulicatella sp916049935			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCA/934/201/655/GCA_934201655.1_genomic.fna.gz	1.8964	0.8721	96.8	0.172	95.82-97.67	0.172	0.13-0.23	1.0	1.093	420/7143	91.26	CAKPXD010000001.1 MAG: uncultured Streptococcus sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.467 genome assembly, contig: Hadza_MoBio_hadza-E-H_K_24_1920__NODE_2961_length_42159_cov_5.746424, whole genome shotgun sequence	Streptococcus sp934201655			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/164/675/GCF_000164675.2_genomic.fna.gz	1.2654	0.7618	97.51	0.115	96.59-98.46	0.115	0.08-0.16	1.0	1.09	467/9218	90.83	NC_015678.1 Streptococcus parasanguinis ATCC 15912, complete sequence	Streptococcus parasanguinis			Pass
