sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC	QC_Prediction
SAMN16063469	5271220	315	16734.03	396120	200	0	0	169456	10	87861	20	26476	41	100.0	0.07	100.0	Neural Network (Specific Model)	11.0	0.875	169456.0	296.9005971874398	5271220.0	0.5	5191.0		Y	N	SRR12594457	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8748	99.8769	97.15	28.0	NA-NA	HIGH	NA-NA	28.0	28.867	8657/21223	97.15	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6240716	5339039	177	30164.06	740730	201	0	0	281599	7	137416	12	47983	25	99.94	1.72	100.0	Neural Network (Specific Model)	11.0	0.876	281599.0	305.7825661116552	5339039.0	0.5	5105.0		Y	N	ERR5311697	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.1	46.0	NA-NA	HIGH	NA-NA	46.0	46.309	16042/21223	99.1	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN11192210	5516252	526	10487.17	437929	200	0	0	97216	15	66177	28	11628	66	100.0	0.2	100.0	Neural Network (Specific Model)	11.0	0.874	97216.0	277.8851864640884	5516252.0	0.51	5792.0		Y	N	SRR8764297	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.0821	0.0807	98.71	0.056	97.50-100.00	0.056	0.04-0.08	1.0	0.752	1076/21226	90.83	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Fail
SAMN11192210	5516252	526	10487.17	437929	200	0	0	97216	15	66177	28	11628	66	100.0	0.2	100.0	Neural Network (Specific Model)	11.0	0.874	97216.0	277.8851864640884	5516252.0	0.51	5792.0		Y	N	SRR8764297	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9179	99.9193	97.2	68.0	NA-NA	HIGH	NA-NA	68.0	67.604	8806/21223	97.2	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMD00254132	147106	36	4086.28	68506	255	0	0	37193	2	37193	2	752	11	3.5	0.0	4.56	Neural Network (Specific Model)	11.0	0.808	37193.0	239.43373493975903	147106.0	0.52	166.0		Y	N	DRR252265	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.59	0.853	98.50-98.68	0.853	0.81-0.89	1.0	1.478	8038/21223	96.92	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN30242930	6178031	1404	4400.31	156320	200	0	0	25496	66	10374	143	1760	421	100.0	9.46	100.0	Neural Network (Specific Model)	11.0	0.879	25496.0	268.87109201363165	6178031.0	0.51	6749.0		Y	N	SRR21007697	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.86	53.0	NA-NA	HIGH	NA-NA	53.0	52.728	10865/21223	97.86	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN12324433	4435629	393	11286.59	89778	202	0	0	31906	47	17545	83	6466	164	100.0	0.37	100.0	Neural Network (Specific Model)	11.0	0.865	31906.0	279.36827195467424	4435629.0	0.51	4589.0		Y	N	SRR9719305	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.95	69.0	NA-NA	HIGH	NA-NA	69.0	71.771	8112/21223	96.95	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA7591056	6554069	1153	5684.36	269218	201	0	0	34095	48	14686	106	2326	299	99.69	10.51	100.0	Neural Network (Specific Model)	11.0	0.878	34095.0	279.7849556234541	6554069.0	0.5	6873.0		Y	N	ERR7225322	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.05	30.0	NA-NA	HIGH	NA-NA	30.0	26.258	15779/21223	99.05	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA5786672	5584714	2204	2533.9	32338	201	0	0	4537	368	2904	672	1197	1260	100.0	8.48	100.0	Neural Network (Specific Model)	11.0	0.882	4537.0	232.96531219028745	5584714.0	0.5	7063.0		Y	N	ERR3531613	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.47	10.59	NA-NA	HIGH	NA-NA	10.0	10.59	9580/21223	97.47	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN11942539	5607357	461	12163.46	503905	202	0	0	142178	11	84549	21	16652	47	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.874	142178.0	286.26495278069257	5607357.0	0.5	5718.0		Y	N	SRR9188561	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.29	31.0	NA-NA	HIGH	NA-NA	31.0	31.418	9054/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMD00166682	5570709	558	9983.35	209206	202	0	0	63762	31	34562	54	11170	106	99.87	0.23	100.0	Neural Network (Specific Model)	11.0	0.875	63762.0	283.8010452961673	5570709.0	0.51	5740.0		Y	N	DRR178224	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.35	33.0	NA-NA	HIGH	NA-NA	33.0	33.278	9221/21223	97.35	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN07676278	4873231	51	95553.55	653684	203	0	0	277379	6	186501	11	85320	19	100.0	0.98	100.0	Neural Network (Specific Model)	11.0	0.888	277379.0	316.43704839062843	4873231.0	0.51	4567.0		Y	N	SRR6106590	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.64	21.0	NA-NA	HIGH	NA-NA	21.0	20.961	13902/21223	98.64	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN19135987	4793781	189	25363.92	180233	206	0	0	72182	23	50039	38	18089	72	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.878	72182.0	310.18296181858307	4793781.0	0.51	4531.0		Y	N	SRR14517514	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.38	50.0	NA-NA	HIGH	NA-NA	50.0	48.954	9332/21223	97.38	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN16422296	1402472	551	2545.32	19242	305	0	0	3449	123	2176	226	1254	394	34.99	0.67	27.89	Neural Network (Specific Model)	11.0	0.863	3449.0	229.38287010777088	1402472.0	0.51	1763.0		Y	N	SRR12814044	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.35	5.748	NA-NA	HIGH	NA-NA	6.0	5.748	9243/21223	97.35	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN18875226	5090471	147	34629.05	423088	202	0	0	167965	10	99008	18	37072	32	100.0	0.38	100.0	Neural Network (Specific Model)	11.0	0.877	167965.0	304.2607186606778	5090471.0	0.51	4898.0		Y	N	SRR14791324	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.41	33.0	NA-NA	HIGH	NA-NA	33.0	33.054	9406/21223	97.41	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN28743565	5013178	327	15330.82	153963	202	0	0	40470	38	25889	68	10561	129	99.89	0.79	100.0	Neural Network (Specific Model)	11.0	0.882	40470.0	305.058081852005	5013178.0	0.51	4838.0		Y	N	SRR19441979	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.95	60.0	NA-NA	HIGH	NA-NA	60.0	59.912	15300/21223	98.95	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA110363073	7633088	9589	796.03	41573	200	0	0	1225	1392	636	3136	315	6547	94.2	29.82	93.81	Gradient Boost (General Model)	11.0	0.888	1225.0	155.68597540026113	7633088.0	0.51	14553.0		Y	N	ERR9955186	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.99	48.0	NA-NA	HIGH	NA-NA	48.0	45.11	11317/21223	97.99	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN14774255	5121310	245	20903.31	192279	201	0	0	66201	25	40772	45	16569	83	100.0	0.05	100.0	Neural Network (Specific Model)	11.0	0.878	66201.0	303.17568659127625	5121310.0	0.5	4952.0		Y	N	SRR11647795	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.32	57.0	NA-NA	HIGH	NA-NA	57.0	56.918	9133/21223	97.32	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN29963755	5363607	1749	3066.67	126873	205	0	0	18895	67	8103	151	1184	514	100.0	8.24	100.0	Neural Network (Specific Model)	11.0	0.873	18895.0	251.67283851231684	5363607.0	0.51	6211.0		Y	N	SRR20646424	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.42	55.0	NA-NA	HIGH	NA-NA	55.0	53.696	9439/21223	97.42	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA104448951	5307573	160	33172.33	517596	205	0	0	102239	14	74969	26	30931	48	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	102239.0	311.57354116706637	5307573.0	0.51	5004.0		Y	N	ERR3194780	gtdb_genomes_reps_r214/database/GCF/000/013/285/GCF_000013285.1_genomic.fna.gz	0.3965	0.2569	98.23	0.352	97.96-98.57	0.352	0.31-0.38	1.0	1.179	2396/13779	94.51	NC_008261.1 Clostridium perfringens ATCC 13124, complete sequence	Sarcina perfringens	Escherichia coli	T	Fail	Pass
SAMEA104448951	5307573	160	33172.33	517596	205	0	0	102239	14	74969	26	30931	48	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	102239.0	311.57354116706637	5307573.0	0.51	5004.0		Y	N	ERR3194780	gtdb_genomes_reps_r214/database/GCF/000/621/645/GCF_000621645.1_genomic.fna.gz	0.178	0.1425	99.78	0.158	99.40-100.19	0.158	0.14-0.18	1.0	1.084	2381/17054	93.85	NZ_JHXR01000001.1 Vibrio cholerae ATCC 14035 T411DRAFT_scaffold00001.1_C, whole genome shotgun sequence	Vibrio cholerae	Escherichia coli	T	Fail	Pass
SAMEA104448951	5307573	160	33172.33	517596	205	0	0	102239	14	74969	26	30931	48	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	102239.0	311.57354116706637	5307573.0	0.51	5004.0		Y	N	ERR3194780	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.0557	0.0615	96.39	0.049	94.60-98.65	0.049	0.02-0.08	1.0	0.87	446/23841	87.95	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Escherichia coli	T	Fail	Pass
SAMEA104448951	5307573	160	33172.33	517596	205	0	0	102239	14	74969	26	30931	48	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	102239.0	311.57354116706637	5307573.0	0.51	5004.0		Y	N	ERR3194780	gtdb_genomes_reps_r214/database/GCF/001/457/615/GCF_001457615.1_genomic.fna.gz	0.0345	0.0434	98.53	0.031	96.99-100.43	0.031	0.02-0.05	1.0	1.011	532/27151	88.09	NZ_LN831024.1 Pseudomonas aeruginosa strain NCTC10332 chromosome 1, complete sequence	Pseudomonas aeruginosa	Escherichia coli	T	Fail	Pass
SAMEA104448951	5307573	160	33172.33	517596	205	0	0	102239	14	74969	26	30931	48	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	102239.0	311.57354116706637	5307573.0	0.51	5004.0		Y	N	ERR3194780	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.1335	99.3158	97.65	88.0	NA-NA	HIGH	NA-NA	88.0	88.001	10167/21223	97.65	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA104448951	5307573	160	33172.33	517596	205	0	0	102239	14	74969	26	30931	48	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	102239.0	311.57354116706637	5307573.0	0.51	5004.0		Y	N	ERR3194780	gtdb_genomes_reps_r214/database/GCF/009/759/685/GCF_009759685.1_genomic.fna.gz	0.1141	0.0906	98.71	0.101	98.02-99.42	0.101	0.08-0.12	1.0	1.048	1123/17043	91.6	NZ_CP046654.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome	Acinetobacter baumannii	Escherichia coli	T	Fail	Pass
SAMEA104448951	5307573	160	33172.33	517596	205	0	0	102239	14	74969	26	30931	48	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	102239.0	311.57354116706637	5307573.0	0.51	5004.0		Y	N	ERR3194780	gtdb_genomes_reps_r214/database/GCF/011/064/845/GCF_011064845.1_genomic.fna.gz	0.0502	0.0495	98.56	0.045	97.32-99.84	0.045	0.03-0.06	1.0	0.689	890/21343	90.26	NZ_CP049015.1 Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681 strain ATCC 8090 chromosome, complete genome	Citrobacter freundii	Escherichia coli	T	Fail	Pass
SAMEA104448951	5307573	160	33172.33	517596	205	0	0	102239	14	74969	26	30931	48	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	102239.0	311.57354116706637	5307573.0	0.51	5004.0		Y	N	ERR3194780	gtdb_genomes_reps_r214/database/GCF/013/375/155/GCF_013375155.1_genomic.fna.gz	0.0376	0.0398	97.08	0.033	95.29-99.08	0.033	0.02-0.06	1.0	1.01	315/22961	87.08	NZ_JABXOF010000001.1 Serratia ureilytica strain CCUG:50595 contig00001, whole genome shotgun sequence	Serratia ureilytica	Escherichia coli	T	Fail	Pass
SAMN25849949	4951301	110	45011.83	617882	217	0	0	193104	8	107972	16	39399	31	100.0	0.07	100.0	Neural Network (Specific Model)	11.0	0.88	193104.0	306.0412197686646	4951301.0	0.51	4755.0		Y	N	SRR21990409	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.32	40.0	NA-NA	HIGH	NA-NA	40.0	40.712	9157/21223	97.32	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6422595	10091285	7087	1423.91	107949	201	0	0	7208	329	2515	796	420	3452	99.34	58.41	100.0	Neural Network (Specific Model)	11.0	0.879	7208.0	205.08549491595767	10091285.0	0.51	14457.0		Y	N	ERR4783816	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.08	35.0	NA-NA	HIGH	NA-NA	35.0	33.879	11636/21223	98.08	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA6450866	4915766	109	45098.77	394631	220	0	0	151801	11	102175	19	35566	35	100.0	0.75	100.0	Neural Network (Specific Model)	11.0	0.882	151801.0	309.37483981204616	4915766.0	0.51	4682.0		Y	N	ERR5311227	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.68	73.0	NA-NA	HIGH	NA-NA	73.0	75.281	19224/21223	99.68	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN21238944	5155493	350	14729.98	328633	202	0	0	119243	14	74013	25	20390	47	99.87	11.15	95.9	Gradient Boost (General Model)	11.0	0.87	119243.0	299.6787429943955	5155493.0	0.51	4996.0		Y	N	SRR15732121	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.35	142.0	NA-NA	HIGH	NA-NA	142.0	140.375	9232/21223	97.35	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Pass
SAMN12324422	5446903	386	14111.15	321342	200	0	0	124299	15	57827	28	25222	55	100.0	0.24	100.0	Neural Network (Specific Model)	11.0	0.874	124299.0	291.9247568361167	5446903.0	0.5	5449.0		Y	N	SRR9719288	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.1412	0.1389	98.32	0.059	97.20-99.54	0.059	0.04-0.08	1.0	0.741	1021/21226	90.68	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN12324422	5446903	386	14111.15	321342	200	0	0	124299	15	57827	28	25222	55	100.0	0.24	100.0	Neural Network (Specific Model)	11.0	0.874	124299.0	291.9247568361167	5446903.0	0.5	5449.0		Y	N	SRR9719288	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8588	99.8611	97.15	42.0	NA-NA	HIGH	NA-NA	42.0	44.292	8672/21223	97.15	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA10301137	5629659	498	11304.54	521665	200	0	0	94235	15	64362	29	19735	58	100.0	5.11	100.0	Neural Network (Specific Model)	11.0	0.88	94235.0	301.2363868147878	5629659.0	0.5	5491.0		Y	N	ERR10548472	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.42	35.0	NA-NA	HIGH	NA-NA	35.0	32.702	12961/21223	98.42	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN28700037	5626869	583	9651.58	200377	201	0	0	117941	19	58457	32	14443	64	99.86	0.33	100.0	Neural Network (Specific Model)	11.0	0.873	117941.0	277.2840966706101	5626869.0	0.5	5917.0		Y	N	SRR19430714	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.32	38.0	NA-NA	HIGH	NA-NA	38.0	38.241	9144/21223	97.32	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA9333906	9274562	4695	1975.41	54174	200	0	0	4386	457	1901	1102	681	2835	100.0	60.3	100.0	Neural Network (Specific Model)	11.0	0.881	4386.0	230.0134804954082	9274562.0	0.51	11869.0		Y	N	ERR10017076	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.07	86.0	NA-NA	HIGH	NA-NA	86.0	75.487	15881/21223	99.07	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA104653439	2716776	1386	1960.16	29276	208	0	0	2759	302	1739	550	948	969	61.92	1.82	55.99	Neural Network (Specific Model)	11.0	0.874	2759.0	216.65592572364827	2716776.0	0.5	3662.0		Y	N	ERR2352453	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.68	8.143	NA-NA	HIGH	NA-NA	8.0	8.143	14043/21223	98.68	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN10458612	5626989	512	10990.21	292678	200	0	0	96349	18	55181	33	11232	70	99.27	0.01	100.0	Neural Network (Specific Model)	11.0	0.872	96349.0	286.0155268667132	5626989.0	0.5	5732.0		Y	N	SRR8224886	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.22	24.0	NA-NA	HIGH	NA-NA	24.0	24.811	8862/21223	97.22	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA5622752	9848434	4596	2142.83	66846	200	0	0	14735	183	6471	381	583	1599	100.0	59.31	100.0	Neural Network (Specific Model)	11.0	0.88	14735.0	236.1687326700375	9848434.0	0.51	12262.0		Y	N	ERR4036717	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.28	32.0	NA-NA	HIGH	NA-NA	32.0	35.092	16979/21223	99.28	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN12731742	5310373	148	35880.9	543425	233	0	0	167014	9	113428	17	46407	30	100.0	0.18	100.0	Neural Network (Specific Model)	11.0	0.878	167014.0	309.60007950705625	5310373.0	0.51	5031.0		Y	N	SRR10506356	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.71	42.0	NA-NA	HIGH	NA-NA	42.0	41.088	10353/21223	97.71	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN32414727	6288023	1264	4974.7	91663	200	0	0	18249	92	8675	190	1836	492	100.0	8.87	100.0	Neural Network (Specific Model)	11.0	0.881	18249.0	277.2353117505995	6288023.0	0.51	6672.0		Y	N	SRR22895632	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.0953	0.1049	98.43	0.047	96.84-99.97	0.047	0.03-0.07	1.0	0.847	936/23841	90.08	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Escherichia coli	F	Fail	Fail
SAMN32414727	6288023	1264	4974.7	91663	200	0	0	18249	92	8675	190	1836	492	100.0	8.87	100.0	Neural Network (Specific Model)	11.0	0.881	18249.0	277.2353117505995	6288023.0	0.51	6672.0		Y	N	SRR22895632	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9047	99.8951	98.03	49.0	NA-NA	HIGH	NA-NA	49.0	43.483	11436/21223	98.03	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA5616016	6607132	853	7745.76	211794	203	0	0	27268	62	14671	127	3311	308	99.77	9.99	99.99	Neural Network (Specific Model)	11.0	0.882	27268.0	292.7462776357347	6607132.0	0.5	6649.0		Y	N	ERR4501600	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.22	53.0	NA-NA	HIGH	NA-NA	53.0	41.414	16636/21223	99.22	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN13837109	5270399	200	26351.99	559231	200	0	0	159050	11	109929	20	29965	36	100.0	0.79	100.0	Neural Network (Specific Model)	11.0	0.88	159050.0	300.3631956563894	5270399.0	0.51	5157.0		Y	N	SRR10878800	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.7	57.0	NA-NA	HIGH	NA-NA	57.0	57.95	14151/21223	98.7	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6422393	9383073	11730	799.92	77059	201	0	0	1622	1047	641	2981	262	7607	100.0	40.03	100.0	Neural Network (Specific Model)	11.0	0.876	1622.0	155.82527796687089	9383073.0	0.51	17628.0		Y	N	ERR4783632	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.93	33.0	NA-NA	HIGH	NA-NA	33.0	31.927	11086/21223	97.93	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN29870584	3547153	110	32246.85	327799	202	0	0	105630	11	77185	19	31584	33	84.26	0.0	79.3	Neural Network (Specific Model)	11.0	0.88	105630.0	311.1420895522388	3547153.0	0.51	3350.0		Y	N	SRR20677242	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.18	19.0	NA-NA	HIGH	NA-NA	19.0	18.34	8732/21223	97.18	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
