Sample	Reasons
SAMEA5751692	sylph_min_abundance
SAMN41760014	sylph_min_abundance
SAMN12308802	sylph_min_abundance
SAMN32508683	checkm2_min_compl
SAMN09233707	sylph_min_abundance;checkm2_max_contam
SAMN04115253	sylph_min_abundance
SAMN11849287	sylph_min_abundance
SAMEA6511957	sylph_min_abundance;checkm2_max_contam
SAMN19680771	sylph_min_abundance;checkm2_max_contam
SAMN04192077	sylph_min_abundance;checkm2_max_contam
SAMN03280194	sylph_min_abundance
SAMEA113537476	sylph_min_abundance;checkm2_max_contam
SAMN03648733	sylph_min_abundance
SAMN10361724	sylph_no_species_call
SAMEA6424383	checkm2_max_contam
SAMEA3531794	sylph_min_abundance
SAMN00860208	sylph_min_abundance
SAMN06314430	max_contig_num;min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA7456243	checkm2_max_contam
SAMN03292357	sylph_min_abundance;checkm2_max_contam
SAMN31673960	sylph_min_abundance
SAMEA7469914	sylph_min_abundance;checkm2_max_contam
SAMEA111493995	sylph_min_abundance
SAMEA7456052	sylph_min_abundance;checkm2_max_contam
SAMEA114242153	checkm2_max_contam
SAMN34030101	sylph_min_abundance
SAMN31707337	sylph_min_abundance;checkm2_max_contam
SAMN41764955	sylph_min_abundance
SAMN16616489	sylph_min_abundance
SAMEA3538708	sylph_min_abundance;checkm2_max_contam
SAMEA7530652	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN41499240	sylph_no_species_call
SAMN33770088	sylph_min_abundance
SAMEA1029202	sylph_min_abundance
SAMEA9449373	checkm2_min_compl
SAMEA104138006	sylph_min_abundance
SAMN03466310	sylph_min_abundance;checkm2_max_contam
SAMEA6921830	checkm2_max_contam
SAMEA3729656	checkm2_max_contam
SAMEA4967593	max_contig_num;min_N50;checkm2_max_contam
SAMEA91817668	min_N50;checkm2_min_compl
SAMN03218562	sylph_min_abundance
SAMN11848568	sylph_min_abundance;checkm2_max_contam
SAMN41334979	sylph_min_abundance
SAMN04623845	sylph_min_abundance;checkm2_max_contam
SAMEA6124627	sylph_min_abundance
SAMEA115749413	checkm2_min_compl
SAMEA7458227	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA7548193	sylph_min_abundance
SAMN41826015	sylph_min_abundance
SAMN41981139	sylph_min_abundance;checkm2_min_compl
SAMN10075851	max_contig_num
SAMN40748654	max_contig_num
SAMN04293397	max_contig_num;checkm2_max_contam
SAMEA7330184	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMEA104411654	sylph_min_abundance;checkm2_max_contam
SAMEA115875337	sylph_min_abundance
SAMEA6933438	sylph_min_abundance
SAMN37794184	sylph_min_abundance
SAMN41499173	sylph_min_abundance
SAMEA5378337	sylph_min_abundance
SAMN14146910	sylph_min_abundance
SAMEA1486334	sylph_min_abundance
SAMN36072324	min_N50;checkm2_min_compl
SAMN06438677	sylph_min_abundance;checkm2_max_contam
SAMN20967307	checkm2_min_compl
SAMEA112764878	max_contig_num;checkm2_max_contam
SAMEA13259654	sylph_no_species_call
SAMN02441052	sylph_no_species_call;checkm2_min_compl
SAMN41329742	checkm2_max_contam
SAMEA7698139	sylph_min_abundance;checkm2_max_contam
SAMN07660081	sylph_min_abundance;checkm2_max_contam
SAMN02194214	max_contig_num;min_N50;sylph_no_species_call;checkm2_min_compl;checkm2_max_contam
SAMEA112806778	sylph_min_abundance
SAMN15856768	sylph_min_abundance
SAMEA114056365	sylph_no_species_call
SAMN32819183	sylph_min_abundance;checkm2_max_contam
SAMN33940353	sylph_min_abundance
SAMN26660218	sylph_min_abundance
SAMEA4610746	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA3721180	sylph_min_abundance
SAMEA7302794	checkm2_max_contam
SAMEA114462274	sylph_min_abundance
SAMEA7992854	sylph_min_abundance;checkm2_max_contam
SAMEA4361278	sylph_min_abundance;checkm2_max_contam
SAMN09219196	max_contig_num;min_N50;checkm2_max_contam
SAMEA2186914	sylph_min_abundance
SAMN02368177	sylph_min_abundance
SAMN09232887	checkm2_min_compl
SAMEA111269836	max_contig_num;checkm2_max_contam
SAMN33819328	checkm2_min_compl
SAMN07314171	checkm2_min_compl
SAMEA1942582	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMEA3390946	checkm2_max_contam
SAMN15399540	sylph_min_abundance;checkm2_max_contam
SAMN07125746	checkm2_max_contam
SAMEA4832743	sylph_min_abundance
SAMN12789190	sylph_min_abundance
SAMEA5975027	sylph_min_abundance;checkm2_max_contam
SAMEA7530986	sylph_min_abundance;checkm2_max_contam
SAMN05150273	sylph_min_abundance
SAMN40465824	max_contig_num
SAMEA12388130	sylph_min_abundance
SAMEA4781571	sylph_min_abundance
SAMEA113538441	sylph_min_abundance;checkm2_max_contam
SAMEA7584238	sylph_min_abundance
SAMN11229864	sylph_min_abundance;checkm2_max_contam
SAMEA111267003	sylph_min_abundance
SAMN38256316	max_contig_num;checkm2_max_contam
SAMN08019935	checkm2_min_compl
SAMN40031349	sylph_min_abundance
SAMN12643149	sylph_min_abundance;checkm2_max_contam
SAMEA4550922	sylph_min_abundance
SAMD00497776	sylph_min_abundance
SAMN04555484	max_contig_num;checkm2_max_contam
SAMN00012873	min_N50;checkm2_min_compl
SAMEA115475108	sylph_min_abundance
SAMEA10301797	sylph_min_abundance
SAMD00647076	sylph_min_abundance
SAMN08362962	sylph_min_abundance;checkm2_max_contam
SAMEA1571116	sylph_min_abundance
SAMN27780302	sylph_min_abundance
SAMN06459178	sylph_more_than_one_species
SAMEA9696970	sylph_min_abundance
SAMN35361153	max_contig_num
SAMD00179180	sylph_min_abundance
SAMN03476668	sylph_min_abundance
SAMEA3673131	sylph_min_abundance
SAMEA114388567	sylph_min_abundance
SAMEA3649510	sylph_min_abundance
SAMEA5751137	sylph_min_abundance
SAMN33797220	sylph_min_abundance;checkm2_max_contam
SAMEA5849471	sylph_min_abundance;checkm2_max_contam
SAMN14127900	sylph_min_abundance
SAMEA5075956	max_contig_num;checkm2_min_compl
SAMEA6434652	sylph_min_abundance
SAMN32225151	sylph_min_abundance
SAMN08932704	sylph_min_abundance;checkm2_max_contam
SAMN26733027	checkm2_min_compl
SAMN23844340	sylph_min_abundance;checkm2_max_contam
SAMN16824770	sylph_min_abundance
SAMN11822425	checkm2_max_contam
SAMN08581510	checkm2_max_contam
SAMN11846833	sylph_min_abundance
SAMN07197412	checkm2_min_compl
SAMEA2340437	max_contig_num;checkm2_max_contam
SAMN32509442	sylph_min_abundance
SAMN08271941	checkm2_min_compl
SAMEA6653919	checkm2_max_contam
SAMN11849354	sylph_min_abundance
SAMN03469616	sylph_min_abundance;checkm2_max_contam
SAMEA20190418	checkm2_min_compl
SAMEA3345031	sylph_min_abundance
SAMEA4831614	sylph_min_abundance
SAMEA1903122	min_N50;checkm2_min_compl
SAMN33769907	sylph_min_abundance;checkm2_max_contam
SAMEA4884956	max_contig_num
SAMEA112239840	sylph_min_abundance
SAMN12840135	checkm2_max_contam
SAMN08542192	sylph_min_abundance
SAMEA7624377	checkm2_max_contam
SAMN41436968	checkm2_max_contam
SAMN08630258	sylph_min_abundance
SAMEA5751939	sylph_min_abundance
SAMEA112743229	sylph_min_abundance
SAMN07344692	sylph_min_abundance
SAMEA7528093	sylph_min_abundance
SAMN02745370	checkm2_min_compl
SAMEA110665428	sylph_min_abundance;checkm2_max_contam
SAMEA4893248	sylph_min_abundance
SAMN27991893	sylph_min_abundance
SAMN06214495	sylph_min_abundance
SAMN04459111	sylph_min_abundance
SAMEA7548768	checkm2_min_compl
SAMEA4621442	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMEA104411434	sylph_min_abundance;checkm2_max_contam
SAMEA7563290	sylph_min_abundance
SAMEA5098169	checkm2_max_contam
SAMEA1876644	sylph_min_abundance;checkm2_max_contam
SAMN09848923	sylph_min_abundance
SAMN12667762	sylph_min_abundance
SAMEA6424965	max_contig_num;checkm2_max_contam
SAMN27736169	checkm2_max_contam
SAMN04447476	sylph_min_abundance;checkm2_max_contam
SAMN16428855	checkm2_min_compl
SAMN08778421	checkm2_min_compl
SAMN25999709	sylph_min_abundance
SAMN06295970	sylph_no_species_call
SAMEA110665613	sylph_min_abundance
SAMN41593395	sylph_min_abundance
SAMN34411551	max_contig_num;min_N50;checkm2_max_contam
SAMEA4022266	sylph_min_abundance
SAMEA3353888	sylph_min_abundance;checkm2_max_contam
SAMN41139927	sylph_min_abundance
SAMN06040214	sylph_min_abundance
SAMEA3391204	checkm2_max_contam
SAMEA5734426	sylph_min_abundance
SAMN08886494	checkm2_min_compl
SAMN40031160	sylph_min_abundance
SAMN32974849	sylph_min_abundance
SAMN18681399	sylph_min_abundance
SAMN09425892	sylph_min_abundance;checkm2_max_contam
SAMN41332358	sylph_min_abundance
SAMEA111266613	sylph_min_abundance
SAMEA104360979	sylph_min_abundance
SAMEA2743816	checkm2_max_contam
SAMEA115749588	checkm2_min_compl
SAMN20703542	sylph_min_abundance;checkm2_max_contam
SAMN20065356	max_contig_num;checkm2_max_contam
SAMD00500103	sylph_min_abundance
SAMN19375583	sylph_min_abundance;checkm2_max_contam
SAMEA3903148	sylph_min_abundance
SAMN41595436	sylph_min_abundance
SAMN41327797	sylph_min_abundance
SAMEA7887110	sylph_no_species_call
SAMEA112763869	max_contig_num;checkm2_max_contam
SAMN05980203	sylph_min_abundance;checkm2_max_contam
SAMN26232404	sylph_min_abundance
SAMN33287957	sylph_min_abundance
SAMEA114462333	sylph_min_abundance;checkm2_max_contam
SAMEA3721067	sylph_min_abundance
SAMEA111273719	sylph_min_abundance
SAMEA4607446	checkm2_max_contam
SAMEA2769935	sylph_min_abundance
SAMN12794460	sylph_min_abundance
SAMN20751089	sylph_min_abundance
SAMEA104317923	sylph_min_abundance
SAMEA3881990	max_contig_num;min_N50
SAMN11849217	sylph_min_abundance
SAMEA1876941	max_contig_num;checkm2_max_contam
SAMEA7621995	sylph_min_abundance;checkm2_max_contam
SAMEA4384803	sylph_min_abundance;checkm2_max_contam
SAMEA112763568	min_N50;checkm2_min_compl
SAMN04362924	sylph_min_abundance
SAMN25520156	sylph_min_abundance
SAMEA13292046	sylph_min_abundance
SAMN29332622	sylph_min_abundance
SAMN41759881	sylph_min_abundance
SAMEA5732551	sylph_min_abundance
SAMEA5244726	sylph_min_abundance
SAMEA8611060	sylph_min_abundance
SAMEA4781672	sylph_min_abundance
SAMD00093456	checkm2_min_compl
SAMEA8611086	sylph_min_abundance
SAMN41759597	sylph_min_abundance
SAMN09433598	sylph_min_abundance;checkm2_max_contam
SAMEA7588246	sylph_min_abundance;checkm2_min_compl
SAMN22254938	sylph_min_abundance
SAMEA4547016	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN01095834	sylph_min_abundance
SAMN20148123	checkm2_max_contam
SAMEA9477173	sylph_min_abundance
SAMEA114439583	sylph_min_abundance
SAMN14127195	sylph_min_abundance
SAMEA3866158	sylph_min_abundance;checkm2_max_contam
SAMEA5185572	sylph_min_abundance;checkm2_max_contam
SAMN30415056	min_N50;checkm2_min_compl
SAMN41801510	sylph_min_abundance;checkm2_max_contam
SAMN18146582	sylph_min_abundance;checkm2_max_contam
SAMN09383929	sylph_min_abundance
SAMEA7546480	sylph_min_abundance
SAMEA4780991	sylph_min_abundance
SAMN22202952	sylph_min_abundance;checkm2_max_contam
SAMN12590357	checkm2_min_compl
SAMN41997687	sylph_min_abundance
SAMN20032689	min_N50;checkm2_min_compl
SAMN07660091	sylph_min_abundance
SAMEA4412892	sylph_min_abundance
SAMN30742570	max_contig_num;min_N50;checkm2_max_contam
SAMEA103957171	sylph_min_abundance
SAMN41472347	sylph_min_abundance;checkm2_max_contam
SAMN08537578	sylph_no_species_call;checkm2_min_compl
SAMN08125593	sylph_min_abundance;checkm2_max_contam
SAMN30553075	sylph_no_species_call
SAMEA4966514	sylph_min_abundance;checkm2_max_contam
SAMN33940877	max_contig_num
SAMN02367832	sylph_min_abundance
SAMN11846948	sylph_min_abundance
SAMEA8653521	sylph_min_abundance
SAMEA5758403	sylph_min_abundance
SAMEA3304790	sylph_min_abundance;checkm2_max_contam
SAMN04363336	sylph_min_abundance;checkm2_max_contam
SAMEA4846633	sylph_min_abundance;checkm2_min_compl
SAMN32508739	sylph_min_abundance
SAMN41641390	sylph_min_abundance
SAMN14582026	sylph_min_abundance
SAMEA9334308	sylph_min_abundance;checkm2_min_compl
SAMN07622096	sylph_no_species_call;checkm2_min_compl
SAMN31673172	sylph_min_abundance
SAMN18348540	sylph_min_abundance;checkm2_max_contam
SAMN02569994	sylph_min_abundance;checkm2_max_contam
SAMEA110755743	sylph_min_abundance
SAMN11319504	sylph_min_abundance
SAMEA6142696	sylph_min_abundance
SAMEA4744752	checkm2_max_contam
SAMEA5612711	sylph_min_abundance;checkm2_max_contam
SAMEA114786474	sylph_min_abundance
SAMEA115163196	sylph_min_abundance;checkm2_max_contam
SAMN16357415	sylph_min_abundance
SAMN42369796	sylph_min_abundance;checkm2_max_contam
SAMEA110665418	sylph_min_abundance;checkm2_max_contam
SAMEA104411665	sylph_min_abundance;checkm2_max_contam
SAMEA1024896	sylph_min_abundance
SAMEA114226889	sylph_min_abundance;checkm2_max_contam
SAMD00093459	checkm2_min_compl
SAMN30113595	sylph_min_abundance
SAMN29228714	sylph_min_abundance
SAMEA5979299	sylph_min_abundance;checkm2_max_contam
SAMN07660379	sylph_min_abundance
SAMEA4482949	min_N50;sylph_no_species_call;checkm2_min_compl
SAMEA5609527	sylph_min_abundance
SAMEA4441509	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMN02345150	sylph_min_abundance;checkm2_max_contam
SAMEA115652527	sylph_min_abundance
SAMEA7624571	max_contig_num;checkm2_max_contam
SAMN16233175	sylph_no_species_call
SAMN13567961	sylph_min_abundance
SAMN37361203	sylph_min_abundance;checkm2_max_contam
SAMN03358518	max_contig_num;checkm2_max_contam
SAMEA5419339	sylph_min_abundance;checkm2_max_contam
SAMEA111273191	sylph_min_abundance
SAMEA3389040	sylph_min_abundance
SAMN02194895	max_contig_num;min_N50;sylph_no_species_call;checkm2_min_compl;checkm2_max_contam
SAMN03476693	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN41641323	min_N50;sylph_no_species_call;checkm2_min_compl
SAMEA110664884	sylph_min_abundance
SAMEA4781649	sylph_min_abundance
SAMEA115709600	sylph_min_abundance
SAMN37505427	sylph_no_species_call
SAMEA112485974	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA104215117	sylph_no_species_call
SAMEA115542585	sylph_min_abundance;checkm2_max_contam
SAMEA115749551	checkm2_min_compl
SAMN39999252	checkm2_max_contam
SAMN05577682	min_N50;checkm2_min_compl
SAMN01095823	sylph_min_abundance
SAMN29681320	sylph_min_abundance
SAMN23168494	checkm2_max_contam
SAMN36970702	sylph_min_abundance;checkm2_max_contam
SAMN03339571	sylph_min_abundance
SAMN08017077	sylph_min_abundance;checkm2_max_contam
SAMN08913273	sylph_min_abundance;checkm2_max_contam
SAMN15772774	sylph_min_abundance;checkm2_max_contam
SAMN00103552	min_N50;checkm2_min_compl
SAMEA6623547	sylph_min_abundance
SAMEA6493107	checkm2_max_contam
SAMEA7302898	checkm2_max_contam
SAMEA114240910	sylph_min_abundance
SAMN24547429	sylph_min_abundance
SAMN39918487	sylph_min_abundance
SAMN09434944	sylph_min_abundance;checkm2_max_contam
SAMN26366717	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN39604460	sylph_min_abundance;checkm2_max_contam
SAMEA104314764	sylph_min_abundance
SAMEA7545793	checkm2_min_compl
SAMEA38551918	sylph_min_abundance
SAMN41444109	checkm2_min_compl
SAMEA7820243	sylph_min_abundance
SAMEA5161864	sylph_min_abundance;checkm2_max_contam
SAMN08795158	sylph_min_abundance;checkm2_max_contam
SAMEA5694426	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA44039668	sylph_min_abundance;checkm2_max_contam
SAMN14127403	sylph_min_abundance
SAMN41328425	sylph_min_abundance
SAMEA110140670	sylph_min_abundance
SAMN41340860	sylph_min_abundance;checkm2_max_contam
SAMEA8610644	sylph_min_abundance
SAMEA4482876	min_N50;sylph_no_species_call;checkm2_min_compl
SAMEA1403802	checkm2_max_contam
SAMEA104446948	checkm2_max_contam
SAMN41825995	sylph_min_abundance
SAMEA4590054	sylph_min_abundance;checkm2_max_contam
SAMEA4966581	sylph_min_abundance
SAMEA8610428	sylph_min_abundance;checkm2_max_contam
SAMEA115740474	sylph_min_abundance;checkm2_max_contam
SAMN22814977	sylph_min_abundance
SAMEA29775418	sylph_min_abundance
SAMN07658829	sylph_min_abundance;checkm2_max_contam
SAMN42002459	sylph_min_abundance;checkm2_max_contam
SAMN06212339	sylph_min_abundance;checkm2_max_contam
SAMEA115743680	sylph_min_abundance
SAMEA110665515	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA104411876	sylph_min_abundance;checkm2_max_contam
SAMEA104317622	sylph_min_abundance
SAMN14126203	sylph_min_abundance
SAMN33940395	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA104156957	sylph_min_abundance
SAMEA677723	checkm2_max_contam
SAMN07762957	checkm2_min_compl
SAMN14150810	max_contig_num;min_N50;checkm2_max_contam
SAMEA2535230	sylph_min_abundance;checkm2_max_contam
SAMEA115508837	checkm2_min_compl
SAMEA9455061	sylph_min_abundance;checkm2_max_contam
SAMN08199268	sylph_min_abundance;checkm2_max_contam
SAMEA115377195	max_contig_num;min_N50;checkm2_max_contam
SAMEA1486335	sylph_min_abundance
SAMEA4966294	sylph_min_abundance;checkm2_max_contam
SAMEA111270578	max_contig_num;checkm2_max_contam
SAMN04393290	sylph_min_abundance;checkm2_max_contam
SAMN16824847	sylph_min_abundance
SAMN08163877	checkm2_min_compl;checkm2_max_contam
SAMEA2613106	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN20525087	sylph_min_abundance;checkm2_max_contam
SAMN08795056	sylph_min_abundance
SAMEA4024230	sylph_min_abundance
SAMEA7129230	checkm2_max_contam
SAMN06437793	sylph_min_abundance
SAMEA111483057	checkm2_max_contam
SAMEA113538293	sylph_min_abundance;checkm2_max_contam
SAMN41760040	sylph_min_abundance
SAMN34030249	sylph_min_abundance
SAMN04393245	max_contig_num;checkm2_max_contam
SAMN36988501	max_contig_num;min_N50;checkm2_max_contam
SAMEA115180785	checkm2_min_compl
SAMN35545002	sylph_min_abundance;checkm2_max_contam
SAMN01885829	sylph_min_abundance;checkm2_max_contam
SAMEA104281819	checkm2_max_contam
SAMN06330568	sylph_min_abundance;checkm2_max_contam
SAMN15904731	sylph_min_abundance;checkm2_min_compl
SAMEA6627027	sylph_min_abundance
SAMN41605734	sylph_min_abundance
SAMEA2258765	sylph_min_abundance
SAMEA79002418	sylph_min_abundance
SAMEA1021584	sylph_min_abundance
SAMEA9976199	sylph_min_abundance
SAMN37883740	sylph_min_abundance
SAMEA5390806	sylph_min_abundance;checkm2_max_contam
SAMN22255317	sylph_min_abundance
SAMEA2066277	sylph_min_abundance;checkm2_max_contam
SAMN02440794	sylph_no_species_call;checkm2_min_compl
SAMEA4608427	sylph_min_abundance;checkm2_max_contam
SAMN14163501	sylph_min_abundance
SAMN14162558	sylph_min_abundance;checkm2_max_contam
SAMN07679506	sylph_min_abundance
SAMEA2437847	sylph_min_abundance;checkm2_max_contam
SAMN21590708	checkm2_min_compl
SAMN28537923	sylph_min_abundance;checkm2_max_contam
SAMN24547561	sylph_min_abundance
SAMN14146726	sylph_min_abundance
SAMN41594325	sylph_min_abundance
SAMEA1483342	checkm2_min_compl
SAMEA115874540	sylph_min_abundance;checkm2_max_contam
SAMEA5161831	sylph_min_abundance;checkm2_max_contam
SAMN12565690	sylph_min_abundance;checkm2_max_contam
SAMN26198614	sylph_no_species_call
SAMN15772772	max_contig_num;min_N50;checkm2_max_contam
SAMD00320900	sylph_min_abundance;checkm2_max_contam
SAMN09227701	checkm2_min_compl
SAMEA862663	sylph_min_abundance;checkm2_max_contam
SAMN19016588	sylph_min_abundance;checkm2_max_contam
SAMEA104156890	sylph_min_abundance;checkm2_min_compl
SAMN41139873	sylph_min_abundance
SAMEA112764133	checkm2_max_contam
SAMN00768887	sylph_min_abundance
SAMEA7297188	checkm2_max_contam
SAMEA104325264	sylph_min_abundance
SAMEA2057323	sylph_min_abundance
SAMN41499307	sylph_min_abundance
SAMN07658185	sylph_min_abundance;checkm2_max_contam
SAMN04393270	checkm2_max_contam
SAMEA13293936	checkm2_max_contam
SAMN10494930	sylph_min_abundance
SAMEA2794553	sylph_min_abundance;checkm2_max_contam
SAMN31673133	sylph_min_abundance;checkm2_max_contam
SAMEA5616449	max_contig_num;checkm2_max_contam
SAMN34596521	checkm2_min_compl
SAMEA9477865	max_contig_num;min_N50;checkm2_max_contam
SAMN02586075	sylph_min_abundance;checkm2_max_contam
SAMEA8989212	checkm2_min_compl
SAMN16207295	checkm2_min_compl
SAMEA104567693	sylph_min_abundance
SAMEA104357647	sylph_min_abundance
SAMEA4621286	sylph_min_abundance
SAMEA5378746	sylph_min_abundance;checkm2_max_contam
SAMEA7548649	sylph_min_abundance
SAMN41421982	sylph_min_abundance;checkm2_max_contam
SAMEA7470974	sylph_min_abundance;checkm2_max_contam
SAMEA5732527	sylph_min_abundance
SAMN21524928	checkm2_max_contam
SAMEA3515193	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN32927453	sylph_min_abundance
SAMEA113538560	sylph_min_abundance
SAMN38106083	sylph_min_abundance
SAMEA111269858	sylph_min_abundance
SAMN16538595	sylph_min_abundance
SAMEA5043566	checkm2_max_contam
SAMEA1560284	sylph_min_abundance
SAMN08732198	sylph_min_abundance;checkm2_max_contam
SAMN31785747	sylph_min_abundance
SAMEA112486541	checkm2_max_contam
SAMEA113537193	sylph_min_abundance;checkm2_max_contam
SAMN30525811	sylph_min_abundance;checkm2_max_contam
SAMEA1692089	sylph_min_abundance
SAMEA5376799	max_contig_num;min_N50;checkm2_max_contam
SAMN39133616	checkm2_min_compl
SAMN41472337	sylph_min_abundance
SAMEA1020226	checkm2_max_contam
SAMEA110665589	sylph_min_abundance
SAMEA3981964	checkm2_max_contam
SAMEA1968130	sylph_min_abundance
SAMEA110355207	sylph_min_abundance;checkm2_max_contam
SAMEA104305209	sylph_min_abundance
SAMN02381034	sylph_min_abundance
SAMEA114634057	sylph_min_abundance
SAMN05182539	sylph_min_abundance;checkm2_max_contam
SAMEA1676212	sylph_min_abundance
SAMN35801756	max_contig_num;min_N50;checkm2_max_contam
SAMEA104317862	sylph_min_abundance
SAMN32324056	sylph_min_abundance
SAMEA115129389	sylph_no_species_call;checkm2_max_contam
SAMEA7619271	sylph_min_abundance;checkm2_max_contam
SAMEA3489764	checkm2_min_compl
SAMN11847239	sylph_min_abundance;checkm2_max_contam
SAMN27340550	sylph_min_abundance
SAMEA5968631	max_contig_num;min_N50;checkm2_max_contam
SAMEA115418647	sylph_min_abundance
SAMEA114538879	sylph_min_abundance
SAMN21238416	sylph_min_abundance;checkm2_max_contam
SAMEA14269062	checkm2_min_compl
SAMN12302198	sylph_min_abundance
SAMEA7552576	sylph_min_abundance
SAMEA7609608	sylph_min_abundance;checkm2_max_contam
SAMEA4021234	sylph_min_abundance;checkm2_max_contam
SAMN03475645	sylph_min_abundance;checkm2_max_contam
SAMN41331666	sylph_min_abundance
SAMN29228781	sylph_min_abundance;checkm2_max_contam
SAMN36012086	max_contig_num;min_N50;checkm2_max_contam
SAMN09233032	sylph_no_species_call
SAMN03469775	sylph_min_abundance
SAMN05430000	checkm2_min_compl
SAMN34233956	checkm2_min_compl
SAMN34359472	sylph_min_abundance;checkm2_max_contam
SAMN05440002	sylph_min_abundance
SAMEA7622648	max_contig_num;checkm2_max_contam
SAMEA110665971	sylph_min_abundance
SAMN18348584	checkm2_min_compl
SAMN05363730	sylph_min_abundance
SAMEA5224444	checkm2_max_contam
SAMN41331964	sylph_min_abundance;checkm2_max_contam
SAMEA5612607	sylph_min_abundance;checkm2_max_contam
SAMN29804325	max_contig_num;min_N50;checkm2_max_contam
SAMEA110347676	sylph_min_abundance
SAMEA5980090	sylph_min_abundance
SAMN27308066	sylph_min_abundance
SAMN00103548	sylph_min_abundance
SAMN12599919	max_contig_num;checkm2_max_contam
SAMN22841243	sylph_min_abundance
SAMN25999889	sylph_min_abundance
SAMN13066626	sylph_min_abundance;checkm2_max_contam
SAMN07157172	sylph_min_abundance
SAMN41330858	sylph_min_abundance
SAMEA5694392	sylph_min_abundance
SAMN18498762	sylph_min_abundance;checkm2_max_contam
SAMN09708345	sylph_min_abundance;checkm2_max_contam
SAMN30157697	sylph_min_abundance;checkm2_max_contam
SAMEA8900236	checkm2_min_compl
SAMN14752256	sylph_min_abundance
SAMN08886547	checkm2_min_compl
SAMEA4623313	sylph_min_abundance
SAMEA3649445	sylph_min_abundance
SAMN13999705	sylph_min_abundance
SAMEA958874	min_N50;checkm2_min_compl
SAMEA5609523	sylph_min_abundance;checkm2_max_contam
SAMN24016515	sylph_no_species_call
SAMN20285395	checkm2_max_contam
SAMN35768950	max_contig_num
SAMEA4781685	sylph_min_abundance
SAMN22105967	sylph_min_abundance
SAMN15405891	sylph_min_abundance
SAMEA7455171	sylph_min_abundance;checkm2_max_contam
SAMEA678345	sylph_min_abundance
SAMEA7546371	max_contig_num;min_N50;checkm2_min_compl
SAMN41338987	sylph_min_abundance
SAMD00555757	min_N50;checkm2_min_compl
SAMEA2157426	sylph_min_abundance;checkm2_max_contam
SAMEA5378675	sylph_min_abundance;checkm2_max_contam
SAMEA5162831	sylph_min_abundance
SAMN41416791	sylph_min_abundance
SAMN37702752	checkm2_max_contam
SAMN06434516	sylph_min_abundance
SAMN19946308	sylph_min_abundance;checkm2_max_contam
SAMN16249556	max_contig_num;checkm2_max_contam
SAMN33769514	sylph_min_abundance
SAMN06453742	checkm2_min_compl
SAMEA38596168	sylph_min_abundance
SAMEA5162825	sylph_min_abundance
SAMEA8610587	sylph_min_abundance;checkm2_max_contam
SAMN05210693	sylph_min_abundance;checkm2_max_contam
SAMEA4832179	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN12565866	sylph_min_abundance;checkm2_max_contam
SAMEA7562057	sylph_min_abundance
SAMEA3980776	checkm2_max_contam
SAMN30822027	sylph_min_abundance;checkm2_max_contam
SAMN13429524	checkm2_max_contam
SAMN18191205	sylph_min_abundance;checkm2_max_contam
SAMN17136313	checkm2_max_contam
SAMEA7588913	sylph_min_abundance;checkm2_max_contam
SAMN26198649	sylph_min_abundance
SAMN10068766	sylph_min_abundance;checkm2_max_contam
SAMN33372404	sylph_min_abundance;checkm2_max_contam
SAMEA104164033	min_N50;sylph_no_species_call;checkm2_no_diamond
SAMN09951160	sylph_min_abundance
SAMN40506292	sylph_min_abundance
SAMEA8611361	sylph_no_species_call;checkm2_min_compl
SAMEA104284186	sylph_min_abundance
SAMN41641077	sylph_min_abundance
SAMN26427442	max_contig_num;min_N50;checkm2_max_contam
SAMN11847370	sylph_min_abundance
SAMN18348544	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN07189560	sylph_min_abundance
SAMEA4620548	sylph_min_abundance;checkm2_max_contam
SAMEA897773	sylph_min_abundance;checkm2_max_contam
SAMN27968339	checkm2_min_compl
SAMN30147076	max_contig_num;checkm2_max_contam
SAMEA1713306	sylph_min_abundance;checkm2_max_contam
SAMN17015158	sylph_min_abundance
SAMN12423207	checkm2_max_contam
SAMN37908726	sylph_min_abundance
SAMEA5698434	sylph_min_abundance;checkm2_max_contam
SAMN24016139	sylph_no_species_call
SAMEA3481510	sylph_min_abundance;checkm2_max_contam
SAMEA110665217	max_contig_num;sylph_min_abundance;checkm2_max_contam
